Date,Nationality,Pending further review,Pending initial decision (6 months or less),Pending initial decision (more than 6 months)
2017-12-31,Sao Tome and Principe,,,1
2017-12-31,Seychelles,,,3
2017-12-31,St. Kitts and Nevis,,,7
2017-12-31,Sweden,,,1
2017-12-31,Tajikistan,,,1
2017-12-31,United Arab Emirates,,,4
2018-03-31,Afghanistan,237,936,1102
2018-03-31,Albania,180,831,2020
2018-03-31,Algeria,33,113,57
2018-03-31,Angola,12,21,39
2018-03-31,Argentina,3,,
2018-03-31,Armenia,5,17,13
2018-03-31,Bangladesh,158,729,607
2018-03-31,Belarus,1,5,5
2018-03-31,Bosnia and Herzegovina,1,,1
2018-03-31,Botswana,3,14,11
2018-03-31,Brazil,1,26,22
2018-03-31,British overseas citizens,5,1,27
2018-03-31,Burkina,1,,5
2018-03-31,Burma,13,25,42
2018-03-31,Burundi,1,10,10
2018-03-31,Cameroon,38,117,55
2018-03-31,Canada,2,3,1
2018-03-31,Chad,2,12,5
2018-03-31,China,107,440,253
2018-03-31,Colombia,6,7,16
2018-03-31,Congo,7,19,10
2018-03-31,Congo (Democratic Republic),32,114,96
2018-03-31,Cuba,1,,1
2018-03-31,Dominica,1,8,1
2018-03-31,Egypt,61,167,133
2018-03-31,El Salvador,3,62,10
2018-03-31,Eritrea,66,655,307
2018-03-31,Ethiopia,41,279,169
2018-03-31,"Gambia, The",15,42,69
2018-03-31,Georgia,6,26,44
2018-03-31,Ghana,24,97,102
2018-03-31,Grenada,4,4,6
2018-03-31,Guinea,4,18,18
2018-03-31,Guyana,1,3,1
2018-03-31,Honduras,1,14,2
2018-03-31,Hong Kong,1,7,1
2018-03-31,Hungary,4,,
2018-03-31,India,98,602,595
2018-03-31,Indonesia,11,11,6
2018-03-31,Iran,259,1287,602
2018-03-31,Iraq,300,1719,892
2018-03-31,Israel,1,2,2
2018-03-31,Ivory Coast,11,19,28
2018-03-31,Jamaica,25,67,62
2018-03-31,Jordan,2,14,20
2018-03-31,Kazakhstan,4,11,8
2018-03-31,Kenya,14,74,48
2018-03-31,Korea (North),9,,20
2018-03-31,Korea (South),1,2,5
2018-03-31,Kosovo,14,9,24
2018-03-31,Kuwait,12,250,33
2018-03-31,Latvia,1,1,
2018-03-31,Lebanon,8,27,36
2018-03-31,Liberia,1,1,3
2018-03-31,Libya,36,553,291
2018-03-31,Macedonia,2,,1
2018-03-31,Malawi,7,27,62
2018-03-31,Malaysia,4,120,27
2018-03-31,Mali,1,5,4
2018-03-31,Mauritius,10,22,29
2018-03-31,Mexico,1,2,17
2018-03-31,Mongolia,5,3,16
2018-03-31,Morocco,16,61,36
2018-03-31,Namibia,8,103,25
2018-03-31,Nepal,19,69,58
2018-03-31,Nicaragua,1,,
2018-03-31,Nigeria,165,715,885
2018-03-31,Occupied Palestinian Territories,32,134,71
2018-03-31,Oman,6,2,
2018-03-31,Other and unknown,1,6,6
2018-03-31,Pakistan,368,1345,989
2018-03-31,Philippines,11,51,28
2018-03-31,Poland,7,,2
2018-03-31,Refugee,3,7,9
2018-03-31,Russia,17,106,61
2018-03-31,Rwanda,5,23,4
2018-03-31,Saudi Arabia,1,24,18
2018-03-31,Senegal,1,11,24
2018-03-31,Sierra Leone,21,33,24
2018-03-31,Slovakia,1,1,
2018-03-31,Somalia,40,174,144
2018-03-31,South Africa,5,50,46
2018-03-31,Spain,1,1,
2018-03-31,Sri Lanka,291,348,629
2018-03-31,St. Lucia,2,13,6
2018-03-31,St. Vincent and the Grenadines,1,11,3
2018-03-31,Stateless,36,271,122
2018-03-31,Sudan,97,794,516
2018-03-31,Syria,15,308,169
2018-03-31,Tanzania,6,32,9
2018-03-31,Thailand,6,15,18
2018-03-31,Togo,2,4,1
2018-03-31,Trinidad and Tobago,2,31,6
2018-03-31,Tunisia,2,28,10
2018-03-31,Turkey,59,215,412
2018-03-31,Turkmenistan,1,2,1
2018-03-31,Uganda,32,82,58
2018-03-31,Ukraine,23,111,37
2018-03-31,United States,5,22,22
2018-03-31,Uzbekistan,4,9,18
2018-03-31,Venezuela,2,21,4
2018-03-31,Vietnam,75,530,645
2018-03-31,Yemen,3,95,26
2018-03-31,Zambia,3,12,9
2018-03-31,Zimbabwe,97,116,89
2018-03-31,Antigua and Barbuda,,1,3
2018-03-31,Australia,,1,2
2018-03-31,Azerbaijan,,62,18
2018-03-31,Bahrain,,12,3
2018-03-31,Barbados,,2,6
2018-03-31,Benin,,5,8
2018-03-31,Bhutan,,1,1
2018-03-31,Bolivia,,3,3
2018-03-31,Central African Republic,,1,
2018-03-31,Chile,,3,
2018-03-31,Comoros,,3,5
2018-03-31,Cyprus (Northern part of),,3,
2018-03-31,Djibouti,,2,
2018-03-31,Dominican Republic,,1,
2018-03-31,East Timor,,3,2
2018-03-31,Ecuador,,1,2
2018-03-31,Finland,,1,
2018-03-31,Gabon,,2,1
2018-03-31,Guatemala,,2,6
2018-03-31,Guinea-Bissau,,2,
2018-03-31,Haiti,,4,4
2018-03-31,Italy,,2,3
2018-03-31,Japan,,5,1
2018-03-31,Kyrgyzstan,,12,4
2018-03-31,Lesotho,,2,4
2018-03-31,Macau,,1,
2018-03-31,Mozambique,,3,1
2018-03-31,Niger,,2,
2018-03-31,Singapore,,3,
2018-03-31,St. Kitts and Nevis,,2,5
2018-03-31,Sudan (South),,21,8
2018-03-31,Swaziland,,1,4
2018-03-31,Tajikistan,,1,
2018-03-31,United Arab Emirates,,1,4
2018-03-31,"Bahamas, The",,,3
2018-03-31,Croatia,,,4
2018-03-31,Cyprus,,,1
2018-03-31,Equatorial Guinea,,,1
2018-03-31,Fiji,,,1
2018-03-31,Former Yugoslavia,,,1
2018-03-31,Laos,,,1
2018-03-31,Lithuania,,,3
2018-03-31,Maldives,,,1
2018-03-31,Qatar,,,1
2018-03-31,Romania,,,2
2018-03-31,Sao Tome and Principe,,,1
2018-03-31,Serbia,,,3
2018-03-31,Seychelles,,,3
2018-03-31,Western Sahara,,,1
2018-06-30,Afghanistan,238,884,1138
2018-06-30,Albania,145,873,2246
2018-06-30,Algeria,32,124,52
2018-06-30,Angola,4,27,34
2018-06-30,Armenia,6,9,7
2018-06-30,Azerbaijan,2,63,33
2018-06-30,Bangladesh,152,671,678
2018-06-30,Barbados,3,2,
2018-06-30,Belarus,3,6,5
2018-06-30,Benin,2,1,9
2018-06-30,Bolivia,2,1,5
2018-06-30,Bosnia and Herzegovina,1,,1
2018-06-30,Botswana,1,12,11
2018-06-30,Brazil,3,22,23
2018-06-30,British overseas citizens,5,1,25
2018-06-30,Burma,6,15,39
2018-06-30,Cameroon,28,119,59
2018-06-30,Canada,1,2,
2018-06-30,Chad,1,16,8
2018-06-30,China,82,422,263
2018-06-30,Colombia,5,12,6
2018-06-30,Congo,6,22,10
2018-06-30,Congo (Democratic Republic),27,123,98
2018-06-30,Dominica,1,6,1
2018-06-30,Dominican Republic,1,2,
2018-06-30,Egypt,44,173,120
2018-06-30,El Salvador,4,63,10
2018-06-30,Eritrea,57,858,422
2018-06-30,Ethiopia,34,252,216
2018-06-30,Gabon,2,1,1
2018-06-30,"Gambia, The",18,44,64
2018-06-30,Georgia,1,41,36
2018-06-30,Ghana,29,98,111
2018-06-30,Grenada,1,2,4
2018-06-30,Guinea,3,20,18
2018-06-30,Guyana,1,2,1
2018-06-30,India,110,713,609
2018-06-30,Indonesia,6,6,7
2018-06-30,Iran,261,1227,590
2018-06-30,Iraq,308,1412,1097
2018-06-30,Israel,1,1,3
2018-06-30,Ivory Coast,8,14,29
2018-06-30,Jamaica,8,63,66
2018-06-30,Jordan,4,17,16
2018-06-30,Kenya,8,71,74
2018-06-30,Korea (North),4,4,15
2018-06-30,Korea (South),1,,1
2018-06-30,Kosovo,7,3,23
2018-06-30,Kuwait,16,339,56
2018-06-30,Kyrgyzstan,1,7,7
2018-06-30,Latvia,1,2,
2018-06-30,Lebanon,8,23,32
2018-06-30,Lesotho,2,1,2
2018-06-30,Liberia,1,2,3
2018-06-30,Libya,19,463,268
2018-06-30,Lithuania,1,,3
2018-06-30,Macedonia,1,,
2018-06-30,Malawi,14,26,52
2018-06-30,Malaysia,10,113,33
2018-06-30,Mali,1,4,4
2018-06-30,Mauritius,9,24,32
2018-06-30,Mexico,5,3,11
2018-06-30,Mongolia,1,7,18
2018-06-30,Morocco,18,57,49
2018-06-30,Mozambique,1,7,2
2018-06-30,Namibia,18,198,36
2018-06-30,Nepal,3,65,65
2018-06-30,Nigeria,142,682,887
2018-06-30,Occupied Palestinian Territories,20,118,74
2018-06-30,Other and unknown,3,9,10
2018-06-30,Pakistan,359,1209,1081
2018-06-30,Philippines,8,55,34
2018-06-30,Poland,2,1,1
2018-06-30,Portugal,1,,
2018-06-30,Refugee,8,19,16
2018-06-30,Romania,2,2,2
2018-06-30,Russia,13,96,61
2018-06-30,Rwanda,3,19,11
2018-06-30,Senegal,2,13,15
2018-06-30,Seychelles,1,,2
2018-06-30,Sierra Leone,12,32,28
2018-06-30,Somalia,41,144,166
2018-06-30,South Africa,7,49,55
2018-06-30,Spain,1,1,
2018-06-30,Sri Lanka,249,308,602
2018-06-30,St. Lucia,1,11,9
2018-06-30,Stateless,29,313,120
2018-06-30,Sudan,81,733,681
2018-06-30,Syria,10,321,149
2018-06-30,Tanzania,5,27,15
2018-06-30,Thailand,1,14,21
2018-06-30,Togo,1,3,2
2018-06-30,Trinidad and Tobago,1,27,10
2018-06-30,Tunisia,7,15,14
2018-06-30,Turkey,35,254,365
2018-06-30,Uganda,17,80,60
2018-06-30,Ukraine,13,84,53
2018-06-30,United Arab Emirates,1,4,2
2018-06-30,United States,5,25,21
2018-06-30,Venezuela,2,17,7
2018-06-30,Vietnam,64,551,726
2018-06-30,Zambia,4,17,9
2018-06-30,Zimbabwe,93,69,92
2018-06-30,Antigua and Barbuda,,1,3
2018-06-30,Australia,,1,3
2018-06-30,Bahrain,,11,1
2018-06-30,Belize,,1,
2018-06-30,Bhutan,,1,1
2018-06-30,Burkina,,2,4
2018-06-30,Burundi,,13,7
2018-06-30,Central African Republic,,1,
2018-06-30,Chile,,6,
2018-06-30,Cyprus (Northern part of),,2,
2018-06-30,Djibouti,,1,2
2018-06-30,Ecuador,,2,3
2018-06-30,Finland,,1,
2018-06-30,Germany,,1,
2018-06-30,Guatemala,,4,5
2018-06-30,Guinea-Bissau,,3,
2018-06-30,Honduras,,26,3
2018-06-30,Hong Kong,,2,7
2018-06-30,Hungary,,1,
2018-06-30,Italy,,1,1
2018-06-30,Japan,,5,1
2018-06-30,Kazakhstan,,16,9
2018-06-30,Macau,,1,
2018-06-30,Netherlands,,1,
2018-06-30,Nicaragua,,2,
2018-06-30,Niger,,1,1
2018-06-30,Oman,,3,2
2018-06-30,Saudi Arabia,,19,17
2018-06-30,Serbia,,1,3
2018-06-30,Singapore,,3,1
2018-06-30,Slovakia,,1,
2018-06-30,St. Kitts and Nevis,,1,4
2018-06-30,St. Vincent and the Grenadines,,8,5
2018-06-30,Sudan (South),,9,14
2018-06-30,Taiwan,,1,
2018-06-30,Tajikistan,,1,
2018-06-30,Turkmenistan,,5,1
2018-06-30,Uzbekistan,,5,20
2018-06-30,Western Sahara,,2,
2018-06-30,Yemen,,107,21
2018-06-30,"Bahamas, The",,,3
2018-06-30,Comoros,,,3
2018-06-30,Croatia,,,4
2018-06-30,Cuba,,,1
2018-06-30,Cyprus,,,1
2018-06-30,East Timor,,,4
2018-06-30,Fiji,,,1
2018-06-30,Former Yugoslavia,,,1
2018-06-30,Haiti,,,8
2018-06-30,Qatar,,,1
2018-06-30,Sao Tome and Principe,,,1
2018-06-30,Swaziland,,,3
2018-09-30,Afghanistan,215,963,1204
2018-09-30,Albania,123,1036,2463
2018-09-30,Algeria,33,135,58
2018-09-30,Angola,8,28,30
2018-09-30,Armenia,5,3,6
2018-09-30,Azerbaijan,9,55,25
2018-09-30,Bangladesh,136,670,674
2018-09-30,Barbados,1,2,
2018-09-30,Bolivia,1,5,5
2018-09-30,Bosnia and Herzegovina,1,,1
2018-09-30,Botswana,1,13,20
2018-09-30,Brazil,1,17,31
2018-09-30,British overseas citizens,4,2,29
2018-09-30,Bulgaria,1,,
2018-09-30,Burma,4,15,41
2018-09-30,Cameroon,30,109,61
2018-09-30,Central African Republic,1,,
2018-09-30,Chad,2,10,6
2018-09-30,China,92,493,291
2018-09-30,Colombia,5,9,10
2018-09-30,Congo,6,10,11
2018-09-30,Congo (Democratic Republic),34,86,113
2018-09-30,Croatia,4,,
2018-09-30,Czech Republic,1,,
2018-09-30,Egypt,47,176,118
2018-09-30,El Salvador,21,40,17
2018-09-30,Eritrea,83,1143,455
2018-09-30,Ethiopia,51,245,216
2018-09-30,"Gambia, The",10,42,60
2018-09-30,Georgia,2,38,34
2018-09-30,Ghana,21,108,118
2018-09-30,Greece,1,,
2018-09-30,Grenada,4,2,4
2018-09-30,Guatemala,2,2,4
2018-09-30,Guinea,1,23,21
2018-09-30,India,97,721,721
2018-09-30,Indonesia,5,7,7
2018-09-30,Iran,193,1614,584
2018-09-30,Iraq,283,1445,1191
2018-09-30,Israel,1,1,3
2018-09-30,Italy,1,,1
2018-09-30,Ivory Coast,5,18,34
2018-09-30,Jamaica,13,61,72
2018-09-30,Japan,1,2,3
2018-09-30,Jordan,9,23,16
2018-09-30,Kazakhstan,3,15,13
2018-09-30,Kenya,23,70,77
2018-09-30,Korea (North),4,9,14
2018-09-30,Korea (South),1,,1
2018-09-30,Kosovo,7,5,25
2018-09-30,Kuwait,7,290,137
2018-09-30,Kyrgyzstan,1,4,7
2018-09-30,Latvia,1,,
2018-09-30,Lebanon,7,29,32
2018-09-30,Liberia,1,6,2
2018-09-30,Libya,17,414,271
2018-09-30,Malawi,5,29,53
2018-09-30,Malaysia,11,94,50
2018-09-30,Mali,1,5,4
2018-09-30,Mauritius,12,27,31
2018-09-30,Morocco,13,56,49
2018-09-30,Namibia,3,169,53
2018-09-30,Nepal,11,69,73
2018-09-30,Nigeria,145,574,986
2018-09-30,Occupied Palestinian Territories,22,110,103
2018-09-30,Pakistan,262,1165,1164
2018-09-30,Philippines,5,44,46
2018-09-30,Poland,1,,
2018-09-30,Refugee,8,24,10
2018-09-30,Romania,1,4,2
2018-09-30,Russia,23,111,74
2018-09-30,Rwanda,5,15,14
2018-09-30,Saudi Arabia,3,42,13
2018-09-30,Senegal,1,10,14
2018-09-30,Serbia,1,5,1
2018-09-30,Sierra Leone,12,38,30
2018-09-30,Somalia,42,131,193
2018-09-30,South Africa,6,42,67
2018-09-30,Spain,1,,1
2018-09-30,Sri Lanka,207,279,600
2018-09-30,Stateless,30,300,138
2018-09-30,Sudan,96,878,722
2018-09-30,Sudan (South),1,8,19
2018-09-30,Syria,12,398,151
2018-09-30,Tanzania,3,20,19
2018-09-30,Thailand,4,17,22
2018-09-30,Tunisia,3,14,13
2018-09-30,Turkey,49,397,289
2018-09-30,Uganda,19,85,63
2018-09-30,Ukraine,11,90,67
2018-09-30,United States,2,29,19
2018-09-30,Venezuela,4,15,13
2018-09-30,Vietnam,42,554,843
2018-09-30,Yemen,4,153,31
2018-09-30,Zambia,4,14,12
2018-09-30,Zimbabwe,84,62,96
2018-09-30,Argentina,,1,
2018-09-30,Australia,,5,3
2018-09-30,Bahrain,,11,1
2018-09-30,Belarus,,5,8
2018-09-30,Belize,,1,
2018-09-30,Benin,,3,8
2018-09-30,Burkina,,2,3
2018-09-30,Burundi,,4,6
2018-09-30,Canada,,2,1
2018-09-30,Chile,,5,
2018-09-30,Costa Rica,,2,
2018-09-30,Cuba,,1,
2018-09-30,Cyprus (Northern part of),,1,1
2018-09-30,Djibouti,,1,2
2018-09-30,Dominica,,2,2
2018-09-30,Ecuador,,8,3
2018-09-30,Gabon,,1,1
2018-09-30,Germany,,1,
2018-09-30,Honduras,,31,3
2018-09-30,Hong Kong,,1,7
2018-09-30,Laos,,2,
2018-09-30,Lesotho,,1,2
2018-09-30,Maldives,,7,
2018-09-30,Mexico,,9,11
2018-09-30,Moldova,,2,
2018-09-30,Mongolia,,16,18
2018-09-30,Mozambique,,7,3
2018-09-30,Nicaragua,,17,
2018-09-30,Niger,,1,2
2018-09-30,Oman,,5,1
2018-09-30,Other and unknown,,4,6
2018-09-30,Panama,,1,
2018-09-30,Singapore,,1,2
2018-09-30,St. Kitts and Nevis,,8,4
2018-09-30,St. Lucia,,9,5
2018-09-30,St. Vincent and the Grenadines,,6,3
2018-09-30,Surinam,,1,
2018-09-30,Taiwan,,1,
2018-09-30,Tajikistan,,1,1
2018-09-30,Togo,,3,3
2018-09-30,Trinidad and Tobago,,24,11
2018-09-30,Turkmenistan,,9,4
2018-09-30,United Arab Emirates,,6,3
2018-09-30,Uzbekistan,,3,21
2018-09-30,Western Sahara,,2,
2018-09-30,Antigua and Barbuda,,,1
2018-09-30,"Bahamas, The",,,3
2018-09-30,Bhutan,,,2
2018-09-30,Comoros,,,3
2018-09-30,Cyprus,,,1
2018-09-30,East Timor,,,4
2018-09-30,Fiji,,,1
2018-09-30,Former Yugoslavia,,,1
2018-09-30,Guinea-Bissau,,,3
2018-09-30,Guyana,,,2
2018-09-30,Haiti,,,8
2018-09-30,Lithuania,,,3
2018-09-30,Macau,,,1
2018-09-30,Qatar,,,1
2018-09-30,Sao Tome and Principe,,,1
2018-09-30,Seychelles,,,1
2018-09-30,Slovakia,,,1
2018-09-30,Swaziland,,,3
2018-12-31,Afghanistan,188,1093,1157
2018-12-31,Albania,109,1366,2675
2018-12-31,Algeria,24,139,94
2018-12-31,Angola,2,32,32
2018-12-31,Australia,2,4,1
2018-12-31,Azerbaijan,2,30,24
2018-12-31,Bangladesh,118,644,721
2018-12-31,Belize,1,,
2018-12-31,Bosnia and Herzegovina,1,2,1
2018-12-31,Botswana,2,15,21
2018-12-31,Brazil,7,26,29
2018-12-31,British overseas citizens,6,2,32
2018-12-31,Burkina,1,1,3
2018-12-31,Burma,8,14,39
2018-12-31,Burundi,1,2,8
2018-12-31,Cameroon,19,100,70
2018-12-31,Chad,3,13,7
2018-12-31,Chile,4,2,
2018-12-31,China,89,514,347
2018-12-31,Colombia,6,5,10
2018-12-31,Congo,5,8,10
2018-12-31,Congo (Democratic Republic),29,62,107
2018-12-31,Djibouti,1,,3
2018-12-31,Egypt,38,175,114
2018-12-31,El Salvador,2,139,20
2018-12-31,Eritrea,64,1202,567
2018-12-31,Ethiopia,31,234,235
2018-12-31,France,1,,
2018-12-31,"Gambia, The",10,42,61
2018-12-31,Georgia,6,33,41
2018-12-31,Germany,1,,2
2018-12-31,Ghana,22,116,122
2018-12-31,Grenada,3,9,4
2018-12-31,Guinea,4,21,24
2018-12-31,Honduras,2,48,10
2018-12-31,India,68,731,868
2018-12-31,Indonesia,7,14,6
2018-12-31,Iran,147,2532,597
2018-12-31,Iraq,193,2023,1204
2018-12-31,Israel,1,1,3
2018-12-31,Ivory Coast,7,35,31
2018-12-31,Jamaica,14,48,76
2018-12-31,Jordan,1,33,22
2018-12-31,Kenya,22,81,92
2018-12-31,Korea (North),6,8,15
2018-12-31,Korea (South),1,,1
2018-12-31,Kosovo,6,11,23
2018-12-31,Kuwait,5,274,145
2018-12-31,Latvia,1,,
2018-12-31,Lebanon,4,27,19
2018-12-31,Liberia,1,7,3
2018-12-31,Libya,21,539,255
2018-12-31,Malawi,16,19,55
2018-12-31,Malaysia,10,126,54
2018-12-31,Mauritius,11,29,41
2018-12-31,Morocco,7,57,50
2018-12-31,Mozambique,1,1,3
2018-12-31,Namibia,13,91,144
2018-12-31,Nepal,9,76,87
2018-12-31,Nigeria,105,590,1060
2018-12-31,Occupied Palestinian Territories,23,127,109
2018-12-31,Pakistan,237,1167,1214
2018-12-31,Philippines,5,44,56
2018-12-31,Poland,1,,
2018-12-31,Portugal,1,1,
2018-12-31,Refugee,2,19,15
2018-12-31,Russia,7,134,78
2018-12-31,Senegal,2,5,14
2018-12-31,Sierra Leone,10,45,43
2018-12-31,Singapore,1,1,2
2018-12-31,Somalia,38,166,192
2018-12-31,South Africa,4,43,71
2018-12-31,Spain,1,,
2018-12-31,Sri Lanka,164,281,574
2018-12-31,St. Lucia,1,8,10
2018-12-31,Stateless,27,327,130
2018-12-31,Sudan,63,957,685
2018-12-31,Sudan (South),3,9,10
2018-12-31,Syria,10,511,164
2018-12-31,Tanzania,1,34,23
2018-12-31,Thailand,2,18,23
2018-12-31,Trinidad and Tobago,4,13,16
2018-12-31,Tunisia,2,26,15
2018-12-31,Turkey,38,493,211
2018-12-31,Uganda,15,94,74
2018-12-31,Ukraine,10,95,73
2018-12-31,United States,3,26,23
2018-12-31,Uzbekistan,4,4,14
2018-12-31,Venezuela,2,13,6
2018-12-31,Vietnam,53,643,901
2018-12-31,Western Sahara,1,1,1
2018-12-31,Yemen,1,140,27
2018-12-31,Zambia,3,8,17
2018-12-31,Zimbabwe,97,81,95
2018-12-31,Argentina,,1,
2018-12-31,Armenia,,2,8
2018-12-31,Bahrain,,6,5
2018-12-31,Barbados,,1,1
2018-12-31,Belarus,,9,8
2018-12-31,Benin,,4,11
2018-12-31,Bolivia,,15,5
2018-12-31,Canada,,1,
2018-12-31,Central African Republic,,2,
2018-12-31,Costa Rica,,3,
2018-12-31,Cuba,,2,
2018-12-31,Cyprus (Northern part of),,2,1
2018-12-31,Dominica,,6,1
2018-12-31,Ecuador,,5,4
2018-12-31,Fiji,,1,1
2018-12-31,Hong Kong,,4,7
2018-12-31,Japan,,1,3
2018-12-31,Kazakhstan,,17,18
2018-12-31,Kyrgyzstan,,9,6
2018-12-31,Laos,,2,
2018-12-31,Macau,,1,1
2018-12-31,Maldives,,10,
2018-12-31,Mali,,6,5
2018-12-31,Mauritania,,4,
2018-12-31,Mexico,,8,9
2018-12-31,Moldova,,3,
2018-12-31,Mongolia,,17,20
2018-12-31,Nicaragua,,34,1
2018-12-31,Niger,,1,2
2018-12-31,Oman,,8,3
2018-12-31,Other and unknown,,9,6
2018-12-31,Panama,,1,
2018-12-31,Paraguay,,1,
2018-12-31,Peru,,1,
2018-12-31,Qatar,,1,1
2018-12-31,Romania,,1,4
2018-12-31,Rwanda,,11,15
2018-12-31,Saudi Arabia,,62,12
2018-12-31,Serbia,,4,2
2018-12-31,St. Kitts and Nevis,,7,4
2018-12-31,St. Vincent and the Grenadines,,7,3
2018-12-31,Surinam,,1,
2018-12-31,Swaziland,,1,1
2018-12-31,Taiwan,,1,1
2018-12-31,Tajikistan,,6,1
2018-12-31,Togo,,5,4
2018-12-31,Turkmenistan,,12,5
2018-12-31,United Arab Emirates,,4,4
2018-12-31,"Bahamas, The",,,3
2018-12-31,Bhutan,,,2
2018-12-31,Comoros,,,3
2018-12-31,Cyprus,,,1
2018-12-31,East Timor,,,4
2018-12-31,Former Yugoslavia,,,1
2018-12-31,Gabon,,,1
2018-12-31,Guatemala,,,3
2018-12-31,Guinea-Bissau,,,3
2018-12-31,Guyana,,,2
2018-12-31,Haiti,,,9
2018-12-31,Italy,,,1
2018-12-31,Lesotho,,,3
2018-12-31,Lithuania,,,3
2018-12-31,Seychelles,,,1
2018-12-31,Slovakia,,,1
2019-03-31,Afghanistan,252,957,1161
2019-03-31,Albania,276,1741,2762
2019-03-31,Algeria,35,124,124
2019-03-31,Angola,5,46,36
2019-03-31,Azerbaijan,8,23,21
2019-03-31,Bangladesh,116,700,871
2019-03-31,Belarus,2,8,12
2019-03-31,Belgium,1,,
2019-03-31,Benin,1,5,12
2019-03-31,Bosnia and Herzegovina,1,3,1
2019-03-31,Botswana,3,7,29
2019-03-31,Brazil,7,38,24
2019-03-31,British overseas citizens,6,5,32
2019-03-31,Burkina,1,4,3
2019-03-31,Burma,9,5,39
2019-03-31,Burundi,1,2,6
2019-03-31,Cameroon,23,145,82
2019-03-31,China,110,526,451
2019-03-31,Colombia,7,4,13
2019-03-31,Congo,5,14,11
2019-03-31,Congo (Democratic Republic),23,73,105
2019-03-31,Costa Rica,1,2,1
2019-03-31,Djibouti,1,,3
2019-03-31,Ecuador,2,2,7
2019-03-31,Egypt,44,157,142
2019-03-31,El Salvador,24,326,25
2019-03-31,Eritrea,54,1133,637
2019-03-31,Ethiopia,45,219,237
2019-03-31,"Gambia, The",8,40,68
2019-03-31,Georgia,10,47,49
2019-03-31,Germany,1,,2
2019-03-31,Ghana,17,109,148
2019-03-31,Grenada,3,13,2
2019-03-31,Guinea,8,20,28
2019-03-31,Honduras,1,71,17
2019-03-31,India,90,803,925
2019-03-31,Indonesia,9,18,10
2019-03-31,Iran,259,2412,806
2019-03-31,Iraq,394,2201,1448
2019-03-31,Israel,2,2,2
2019-03-31,Ivory Coast,6,39,32
2019-03-31,Jamaica,13,41,100
2019-03-31,Japan,1,3,4
2019-03-31,Jordan,3,39,21
2019-03-31,Kenya,19,94,98
2019-03-31,Korea (North),9,3,21
2019-03-31,Korea (South),1,1,1
2019-03-31,Kosovo,6,12,27
2019-03-31,Kuwait,7,175,150
2019-03-31,Latvia,1,,
2019-03-31,Lebanon,6,36,26
2019-03-31,Liberia,1,5,7
2019-03-31,Libya,28,580,352
2019-03-31,Malawi,13,27,45
2019-03-31,Malaysia,4,150,83
2019-03-31,Mali,1,10,6
2019-03-31,Mauritius,12,32,38
2019-03-31,Moldova,1,,2
2019-03-31,Mongolia,4,28,20
2019-03-31,Morocco,5,73,57
2019-03-31,Namibia,21,126,150
2019-03-31,Nepal,12,65,113
2019-03-31,Nicaragua,1,37,15
2019-03-31,Nigeria,152,619,1041
2019-03-31,Occupied Palestinian Territories,34,121,134
2019-03-31,Pakistan,247,1169,1441
2019-03-31,Philippines,4,47,68
2019-03-31,Refugee,5,40,32
2019-03-31,Romania,2,1,4
2019-03-31,Russia,9,181,108
2019-03-31,Rwanda,1,6,22
2019-03-31,Senegal,3,11,10
2019-03-31,Sierra Leone,14,54,57
2019-03-31,Singapore,1,1,2
2019-03-31,Slovakia,1,1,
2019-03-31,Somalia,39,170,200
2019-03-31,South Africa,10,44,74
2019-03-31,Spain,1,,
2019-03-31,Sri Lanka,154,335,590
2019-03-31,St. Kitts and Nevis,2,,8
2019-03-31,St. Lucia,3,8,9
2019-03-31,Stateless,23,427,184
2019-03-31,Sudan,60,897,729
2019-03-31,Sudan (South),1,3,9
2019-03-31,Syria,11,500,259
2019-03-31,Tanzania,2,43,26
2019-03-31,Thailand,3,14,27
2019-03-31,Trinidad and Tobago,3,18,17
2019-03-31,Tunisia,4,26,21
2019-03-31,Turkey,57,525,279
2019-03-31,Uganda,12,90,96
2019-03-31,Ukraine,11,92,93
2019-03-31,United States,5,14,33
2019-03-31,Uzbekistan,3,14,11
2019-03-31,Vietnam,79,698,992
2019-03-31,Yemen,1,110,77
2019-03-31,Zambia,4,6,20
2019-03-31,Zimbabwe,98,129,114
2019-03-31,Antigua and Barbuda,,5,
2019-03-31,Armenia,,1,5
2019-03-31,Aruba,,1,
2019-03-31,Bahrain,,4,7
2019-03-31,Barbados,,4,1
2019-03-31,Bhutan,,1,2
2019-03-31,Bolivia,,13,10
2019-03-31,Canada,,2,
2019-03-31,Central African Republic,,2,
2019-03-31,Chad,,25,10
2019-03-31,Chile,,2,1
2019-03-31,Cuba,,1,1
2019-03-31,Cyprus (Northern part of),,3,1
2019-03-31,Dominica,,10,2
2019-03-31,Dominican Republic,,1,
2019-03-31,Equatorial Guinea,,1,
2019-03-31,Estonia,,1,
2019-03-31,Fiji,,1,1
2019-03-31,Guatemala,,1,2
2019-03-31,Guyana,,1,1
2019-03-31,Hong Kong,,5,8
2019-03-31,Italy,,1,1
2019-03-31,Kazakhstan,,14,23
2019-03-31,Kyrgyzstan,,8,8
2019-03-31,Macau,,1,1
2019-03-31,Macedonia,,1,
2019-03-31,Maldives,,4,1
2019-03-31,Mauritania,,3,
2019-03-31,Mexico,,5,13
